order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year,month,profit_margin
CA-2011-117345,2011-01-08,2011-05-08,Standard Class,Barbara Fisher,Corporate,North Carolina,United States,US,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,18.0,3,0.2,5.9211,0.93,Medium,2011.0,1,32.895
CG-2011-7090,2011-01-08,2011-07-08,Standard Class,Andy Gerbode,Corporate,Kinshasa,Democratic Republic of the Congo,Africa,Africa,OFF-HAR-10001855,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",13.0,2,0.0,5.22,0.83,Medium,2011.0,1,40.15384615384615
TU-2011-9230,2011-01-08,2011-05-08,Standard Class,Jamie Frazer,Consumer,Istanbul,Turkey,EMEA,EMEA,OFF-STA-10002719,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase",10.0,1,0.6,-6.774,0.81,High,2011.0,1,-67.74
CA-2011-162684,2011-01-08,2011-06-08,Standard Class,Ann Steele,Home Office,Pennsylvania,United States,US,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",6.0,2,0.2,1.917,0.77,High,2011.0,1,31.95
TU-2011-9230,2011-01-08,2011-05-08,Standard Class,Jamie Frazer,Consumer,Istanbul,Turkey,EMEA,EMEA,OFF-FEL-10000998,Office Supplies,Storage,"Fellowes Box, Single Width",8.0,1,0.6,-10.656,0.72,High,2011.0,1,-133.20000000000002
NI-2011-4760,2011-01-08,2011-03-08,Second Class,Darrin Van Huff,Corporate,Lagos,Nigeria,Africa,Africa,OFF-CAR-10002054,Office Supplies,Binders,"Cardinal Hole Reinforcements, Economy",2.0,1,0.7,-1.578,0.25,Critical,2011.0,1,-78.9
US-2011-106299,2011-02-08,2011-08-08,Standard Class,Nick Zandusky,Home Office,Missouri,United States,US,Central,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,838.0,2,0.0,226.3626,103.4,Medium,2011.0,2,27.012243436754176
NI-2011-7830,2011-02-08,2011-04-08,First Class,Benjamin Patterson,Consumer,Rivers,Nigeria,Africa,Africa,FUR-SAF-10001793,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",275.0,2,0.7,-211.14,84.61,High,2011.0,2,-76.7781818181818
IN-2011-67840,2011-02-08,2011-07-08,Standard Class,Vivek Grady,Corporate,Gujarat,India,APAC,Central Asia,FUR-CH-10000660,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",911.0,2,0.0,282.42,83.97,Medium,2011.0,2,31.001097694840833
NI-2011-7830,2011-02-08,2011-04-08,First Class,Benjamin Patterson,Consumer,Rivers,Nigeria,Africa,Africa,TEC-SHA-10000971,Technology,Copiers,"Sharp Fax Machine, Color",178.0,2,0.7,-368.406,62.43,High,2011.0,2,-206.96966292134832
MX-2011-165834,2011-02-08,2011-09-08,Standard Class,Eric Murdock,Consumer,Guanajuato,Mexico,LATAM,North,FUR-CH-10001270,Furniture,Chairs,"SAFCO Rocking Chair, Black",848.0,12,0.2,222.432,45.1,Medium,2011.0,2,26.23018867924528
NI-2011-7830,2011-02-08,2011-04-08,First Class,Benjamin Patterson,Consumer,Rivers,Nigeria,Africa,Africa,FUR-BAR-10003465,Furniture,Tables,"Barricks Computer Table, Adjustable Height",143.0,1,0.7,-275.757,39.49,High,2011.0,2,-192.83706293706294
GH-2011-8290,2011-02-08,2011-06-08,Standard Class,Craig Carreira,Consumer,Greater Accra,Ghana,Africa,Africa,OFF-SAN-10002323,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",280.0,6,0.0,131.76,25.97,High,2011.0,2,47.05714285714285
IN-2011-52125,2011-02-08,2011-03-08,First Class,Rick Hansen,Consumer,Heilongjiang,China,APAC,North Asia,FUR-CH-10000110,Furniture,Chairs,"Hon Bag Chairs, Red",90.0,2,0.0,38.82,22.38,High,2011.0,2,43.13333333333333
GH-2011-8290,2011-02-08,2011-06-08,Standard Class,Craig Carreira,Consumer,Greater Accra,Ghana,Africa,Africa,OFF-XER-10002256,Office Supplies,Paper,"Xerox Note Cards, Recycled",158.0,6,0.0,31.5,19.67,High,2011.0,2,19.936708860759495
NI-2011-7830,2011-02-08,2011-04-08,First Class,Benjamin Patterson,Consumer,Rivers,Nigeria,Africa,Africa,OFF-ELD-10003038,Office Supplies,Storage,"Eldon Shelving, Blue",87.0,6,0.7,-125.064,17.98,High,2011.0,2,-143.75172413793103
GH-2011-8290,2011-02-08,2011-06-08,Standard Class,Craig Carreira,Consumer,Greater Accra,Ghana,Africa,Africa,OFF-STA-10001636,Office Supplies,Art,"Stanley Markers, Water Color",102.0,4,0.0,33.48,15.19,High,2011.0,2,32.8235294117647
MX-2011-135601,2011-02-08,2011-08-08,Standard Class,Rick Bensley,Home Office,Sinaloa,Mexico,LATAM,North,OFF-PA-10004600,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",180.0,6,0.0,61.08,12.6,Medium,2011.0,2,33.93333333333333
GH-2011-8290,2011-02-08,2011-06-08,Standard Class,Craig Carreira,Consumer,Greater Accra,Ghana,Africa,Africa,OFF-ACC-10000102,Office Supplies,Binders,"Acco Binding Machine, Clear",101.0,2,0.0,11.1,12.06,High,2011.0,2,10.990099009900991
ID-2011-17237,2011-02-08,2011-08-08,Standard Class,Vicky Freymann,Home Office,National Capital,Philippines,APAC,Southeast Asia,TEC-MA-10001831,Technology,Machines,"Konica Card Printer, Durable",263.0,2,0.25,-66.645,9.66,Medium,2011.0,2,-25.340304182509506
IN-2011-67840,2011-02-08,2011-07-08,Standard Class,Vivek Grady,Corporate,Gujarat,India,APAC,Central Asia,OFF-SU-10000866,Office Supplies,Supplies,"Elite Trimmer, Serrated",115.0,3,0.0,13.77,7.61,Medium,2011.0,2,11.97391304347826
MX-2011-165834,2011-02-08,2011-09-08,Standard Class,Eric Murdock,Consumer,Guanajuato,Mexico,LATAM,North,OFF-SU-10004119,Office Supplies,Supplies,"Acme Trimmer, Steel",88.0,3,0.0,35.16,7.47,Medium,2011.0,2,39.954545454545446
IN-2011-81434,2011-02-08,2011-06-08,Standard Class,Jeremy Farry,Consumer,Wellington,New Zealand,APAC,Oceania,TEC-AC-10004406,Technology,Accessories,"Memorex Keyboard, USB",143.0,2,0.0,9.96,7.29,Medium,2011.0,2,6.965034965034965
NI-2011-7830,2011-02-08,2011-04-08,First Class,Benjamin Patterson,Consumer,Rivers,Nigeria,Africa,Africa,FUR-BUS-10004121,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Mobile",44.0,1,0.7,-80.253,6.29,High,2011.0,2,-182.39318181818183
MX-2011-165834,2011-02-08,2011-09-08,Standard Class,Eric Murdock,Consumer,Guanajuato,Mexico,LATAM,North,OFF-FA-10003007,Office Supplies,Fasteners,"OIC Rubber Bands, Assorted Sizes",97.0,10,0.0,23.2,4.79,Medium,2011.0,2,23.917525773195873
NI-2011-7830,2011-02-08,2011-04-08,First Class,Benjamin Patterson,Consumer,Rivers,Nigeria,Africa,Africa,OFF-ELI-10000044,Office Supplies,Supplies,"Elite Ruler, Serrated",19.0,6,0.7,-32.76,4.56,High,2011.0,2,-172.42105263157893
MX-2011-128083,2011-02-08,2011-03-08,First Class,Joni Sundaresam,Home Office,Francisco Morazán,Honduras,LATAM,Central,OFF-EN-10003661,Office Supplies,Envelopes,"Cameo Clasp Envelope, Recycled",13.0,4,0.4,0.416,4.3,Critical,2011.0,2,3.2
ID-2011-17237,2011-02-08,2011-08-08,Standard Class,Vicky Freymann,Home Office,National Capital,Philippines,APAC,Southeast Asia,TEC-AC-10001835,Technology,Accessories,"Belkin Mouse, Programmable",116.0,5,0.45,-65.5725,4.19,Medium,2011.0,2,-56.52801724137932
NI-2011-7830,2011-02-08,2011-04-08,First Class,Benjamin Patterson,Consumer,Rivers,Nigeria,Africa,Africa,OFF-BIN-10000837,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase",29.0,4,0.7,-29.328,3.09,High,2011.0,2,-101.13103448275862
MX-2011-165834,2011-02-08,2011-09-08,Standard Class,Eric Murdock,Consumer,Guanajuato,Mexico,LATAM,North,OFF-EN-10003675,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled",62.0,2,0.0,29.8,2.88,Medium,2011.0,2,48.064516129032256
IN-2011-83590,2011-02-08,2011-07-08,Second Class,Quincy Jones,Corporate,Bay of Plenty,New Zealand,APAC,Oceania,OFF-AR-10000706,Office Supplies,Art,"Sanford Highlighters, Fluorescent",34.0,2,0.0,11.22,2.5,Medium,2011.0,2,33.0
US-2011-106299,2011-02-08,2011-08-08,Standard Class,Nick Zandusky,Home Office,Missouri,United States,US,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,27.0,5,0.0,12.549,1.96,Medium,2011.0,2,46.477777777777774
ES-2011-4188705,2011-02-08,2011-06-08,Standard Class,Nancy Lomonaco,Home Office,Aquitaine,France,EU,Central,OFF-LA-10001413,Office Supplies,Labels,"Hon Shipping Labels, Laser Printer Compatible",23.0,2,0.0,6.36,1.6,Medium,2011.0,2,27.65217391304348
MX-2011-165834,2011-02-08,2011-09-08,Standard Class,Eric Murdock,Consumer,Guanajuato,Mexico,LATAM,North,OFF-LA-10001019,Office Supplies,Labels,"Hon Legal Exhibit Labels, Laser Printer Compatible",29.0,4,0.0,6.32,1.56,Medium,2011.0,2,21.793103448275865
NI-2011-7830,2011-02-08,2011-04-08,First Class,Benjamin Patterson,Consumer,Rivers,Nigeria,Africa,Africa,OFF-EAT-10001137,Office Supplies,Paper,"Eaton Parchment Paper, 8.5 x 11",11.0,2,0.7,-17.634,1.18,High,2011.0,2,-160.3090909090909
US-2011-106299,2011-02-08,2011-08-08,Standard Class,Nick Zandusky,Home Office,Missouri,United States,US,Central,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,21.0,2,0.0,9.116,0.94,Medium,2011.0,2,43.40952380952381
NI-2011-7830,2011-02-08,2011-04-08,First Class,Benjamin Patterson,Consumer,Rivers,Nigeria,Africa,Africa,OFF-ACC-10002327,Office Supplies,Fasteners,"Accos Thumb Tacks, Metal",4.0,1,0.7,-7.05,0.83,High,2011.0,2,-176.25
IV-2011-7240,2011-02-08,2011-08-08,Standard Class,Rick Huthwaite,Home Office,Fromager,Cote d'Ivoire,Africa,Africa,OFF-IBI-10000779,Office Supplies,Binders,"Ibico Index Tab, Economy",10.0,1,0.0,3.51,0.22,Medium,2011.0,2,35.099999999999994
NI-2011-7830,2011-02-08,2011-04-08,First Class,Benjamin Patterson,Consumer,Rivers,Nigeria,Africa,Africa,FUR-TEN-10004549,Furniture,Furnishings,"Tenex Light Bulb, Durable",5.0,1,0.7,-9.282,0.14,High,2011.0,2,-185.64000000000001
IN-2011-51740,2011-03-08,2011-06-08,Second Class,Don Miller,Corporate,Bihar,India,APAC,Central Asia,TEC-PH-10000720,Technology,Phones,"Samsung Audio Dock, Full Size",841.0,5,0.0,319.35,296.68,Critical,2011.0,3,37.972651605231874
ID-2011-78592,2011-03-08,2011-07-08,Standard Class,Logan Haushalter,Consumer,Gyeonggi,South Korea,APAC,North Asia,FUR-BO-10001822,Furniture,Bookcases,"Dania Library with Doors, Metal",,9,0.2,-553.878,202.08,Medium,2011.0,3,
RS-2011-2850,2011-03-08,2011-05-08,Second Class,Mitch Webber,Consumer,Bashkortostan,Russia,EMEA,EMEA,OFF-HOO-10000445,Office Supplies,Appliances,"Hoover Refrigerator, Black",526.0,1,0.0,162.96,79.42,High,2011.0,3,30.980988593155896
IN-2011-51698,2011-03-08,2011-07-08,Standard Class,Kristina Nunn,Home Office,Jiangsu,China,APAC,North Asia,TEC-CO-10002057,Technology,Copiers,"Sharp Copy Machine, Color",713.0,3,0.0,128.25,73.51,Medium,2011.0,3,17.987377279102386
IS-2011-4410,2011-03-08,2011-07-08,Standard Class,James Lanier,Home Office,Jerusalem,Israel,EMEA,EMEA,OFF-AME-10001009,Office Supplies,Envelopes,"Ames Interoffice Envelope, Set of 50",361.0,8,0.0,140.64,65.51,High,2011.0,3,38.9584487534626
ES-2011-2230157,2011-03-08,2011-07-08,Standard Class,Jason Gross,Corporate,Limousin,France,EU,Central,FUR-CH-10004095,Furniture,Chairs,"Novimex Steel Folding Chair, Black",646.0,9,0.1,50.22,43.18,Medium,2011.0,3,7.773993808049536
IN-2011-51698,2011-03-08,2011-07-08,Standard Class,Kristina Nunn,Home Office,Jiangsu,China,APAC,North Asia,FUR-BO-10003185,Furniture,Bookcases,"Ikea Floating Shelf Set, Metal",509.0,3,0.0,5.04,36.73,Medium,2011.0,3,0.9901768172888017
IS-2011-7290,2011-03-08,2011-09-08,Standard Class,Raymond Messe,Consumer,Haifa,Israel,EMEA,EMEA,FUR-IKE-10003015,Furniture,Bookcases,"Ikea Library with Doors, Mobile",366.0,1,0.0,18.27,35.32,Medium,2011.0,3,4.991803278688525
CA-2011-133690,2011-03-08,2011-05-08,First Class,Bruce Stewart,Consumer,Colorado,United States,US,West,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,219.0,2,0.5,-161.875,30.18,High,2011.0,3,-73.91552511415526
ES-2011-2230157,2011-03-08,2011-07-08,Standard Class,Jason Gross,Corporate,Limousin,France,EU,Central,TEC-PH-10000705,Technology,Phones,"Apple Headset, Cordless",388.0,6,0.15,27.261,25.55,Medium,2011.0,3,7.026030927835052
IN-2011-17916,2011-03-08,2011-07-08,Standard Class,John Grady,Corporate,Ho Chí Minh City,Vietnam,APAC,Southeast Asia,TEC-MA-10003338,Technology,Machines,"Panasonic Phone, Red",136.0,2,0.17,18.0234,25.16,High,2011.0,3,13.252500000000001
SG-2011-8430,2011-03-08,2011-05-08,First Class,Harry Marie,Corporate,Dakar,Senegal,Africa,Africa,OFF-TEN-10004194,Office Supplies,Storage,"Tenex File Cart, Single Width",135.0,1,0.0,63.24,23.83,Critical,2011.0,3,46.84444444444444
ES-2011-5384617,2011-03-08,2011-07-08,Standard Class,Dan Campbell,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-SU-10002094,Office Supplies,Supplies,"Acme Letter Opener, Steel",148.0,5,0.0,60.6,23.73,High,2011.0,3,40.94594594594595
IT-2011-3760449,2011-03-08,2011-05-08,Second Class,Denise Leinenbach,Consumer,Berlin,Germany,EU,Central,FUR-CH-10002335,Furniture,Chairs,"Hon Steel Folding Chair, Red",195.0,3,0.2,65.898,22.88,Critical,2011.0,3,33.793846153846154
ES-2011-1679370,2011-03-08,2011-07-08,Standard Class,Ruben Ausman,Corporate,England,United Kingdom,EU,North,FUR-CH-10001802,Furniture,Chairs,"Novimex Rocking Chair, Black",387.0,3,0.0,46.44,22.18,Medium,2011.0,3,12.0
ID-2011-78592,2011-03-08,2011-07-08,Standard Class,Logan Haushalter,Consumer,Gyeonggi,South Korea,APAC,North Asia,FUR-CH-10002060,Furniture,Chairs,"SAFCO Rocking Chair, Adjustable",330.0,3,0.2,-12.42,21.43,Medium,2011.0,3,-3.7636363636363637
MX-2011-131996,2011-03-08,2011-07-08,Standard Class,Craig Molinari,Corporate,Holguín,Cuba,LATAM,Caribbean,TEC-PH-10003522,Technology,Phones,"Apple Headset, Full Size",149.0,3,0.0,67.08,20.45,High,2011.0,3,45.02013422818792
IS-2011-7290,2011-03-08,2011-09-08,Standard Class,Raymond Messe,Consumer,Haifa,Israel,EMEA,EMEA,FUR-NOV-10000123,Furniture,Chairs,"Novimex Rocking Chair, Red",263.0,2,0.0,47.28,18.36,Medium,2011.0,3,17.977186311787072
IT-2011-3760449,2011-03-08,2011-05-08,Second Class,Denise Leinenbach,Consumer,Berlin,Germany,EU,Central,OFF-EN-10004150,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Recycled",58.0,4,0.1,21.864,15.2,Critical,2011.0,3,37.69655172413793
ES-2011-2954601,2011-03-08,2011-06-08,Second Class,George Ashbrook,Consumer,Bavaria,Germany,EU,Central,TEC-PH-10000270,Technology,Phones,"Apple Office Telephone, VoIP",65.0,1,0.0,24.84,14.25,Critical,2011.0,3,38.215384615384615
IN-2011-76821,2011-03-08,2011-08-08,Standard Class,Greg Guthrie,Corporate,Guangdong,China,APAC,North Asia,OFF-PA-10001258,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",299.0,6,0.0,26.82,13.51,Medium,2011.0,3,8.96989966555184
CA-2011-128986,2011-03-08,2011-05-08,Second Class,Gary Hansen,Home Office,Arizona,United States,US,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.0,3,0.2,33.7212,12.08,High,2011.0,3,36.259354838709676
MX-2011-131996,2011-03-08,2011-07-08,Standard Class,Craig Molinari,Corporate,Holguín,Cuba,LATAM,Caribbean,OFF-AR-10002486,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",77.0,4,0.0,22.4,10.39,High,2011.0,3,29.09090909090909
MX-2011-137120,2011-03-08,2011-06-08,Second Class,Heather Jas,Home Office,San Salvador,El Salvador,LATAM,Central,OFF-ST-10000035,Office Supplies,Storage,"Tenex Folders, Industrial",47.0,3,0.0,0.9,8.75,Critical,2011.0,3,1.9148936170212765
IN-2011-51740,2011-03-08,2011-06-08,Second Class,Don Miller,Corporate,Bihar,India,APAC,Central Asia,OFF-FA-10003819,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes",42.0,3,0.0,14.22,8.74,Critical,2011.0,3,33.85714285714286
ES-2011-5585896,2011-03-08,2011-08-08,Standard Class,Khloe Miller,Consumer,Aquitaine,France,EU,Central,OFF-BI-10001192,Office Supplies,Binders,"Cardinal Binder, Clear",66.0,5,0.0,1.95,8.56,High,2011.0,3,2.9545454545454546
CA-2011-125612,2011-03-08,2011-08-08,Standard Class,Berenike Kampe,Consumer,New York,United States,US,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.0,10,0.0,26.598,7.96,Medium,2011.0,3,26.076470588235296
ID-2011-78592,2011-03-08,2011-07-08,Standard Class,Logan Haushalter,Consumer,Gyeonggi,South Korea,APAC,North Asia,FUR-FU-10002829,Furniture,Furnishings,"Deflect-O Clock, Black",161.0,4,0.2,-26.208,7.44,Medium,2011.0,3,-16.278260869565216
IN-2011-76821,2011-03-08,2011-08-08,Standard Class,Greg Guthrie,Corporate,Guangdong,China,APAC,North Asia,OFF-LA-10002875,Office Supplies,Labels,"Novimex Shipping Labels, Adjustable",80.0,9,0.0,24.57,6.47,Medium,2011.0,3,30.7125
IN-2011-51740,2011-03-08,2011-06-08,Second Class,Don Miller,Corporate,Bihar,India,APAC,Central Asia,OFF-EN-10000296,Office Supplies,Envelopes,"Cameo Business Envelopes, Security-Tint",51.0,3,0.0,4.05,6.3,Critical,2011.0,3,7.941176470588235
IT-2011-3760449,2011-03-08,2011-05-08,Second Class,Denise Leinenbach,Consumer,Berlin,Germany,EU,Central,OFF-AR-10002485,Office Supplies,Art,"Boston Markers, Easy-Erase",48.0,2,0.1,-0.588,5.47,Critical,2011.0,3,-1.2249999999999999
MX-2011-137120,2011-03-08,2011-06-08,Second Class,Heather Jas,Home Office,San Salvador,El Salvador,LATAM,Central,OFF-LA-10003503,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable",24.0,4,0.0,6.24,5.21,Critical,2011.0,3,26.0
MX-2011-131996,2011-03-08,2011-07-08,Standard Class,Craig Molinari,Corporate,Holguín,Cuba,LATAM,Caribbean,OFF-FA-10002491,Office Supplies,Fasteners,"Stockwell Rubber Bands, Bulk Pack",33.0,3,0.0,11.88,4.08,High,2011.0,3,36.00000000000001
CA-2011-125612,2011-03-08,2011-08-08,Standard Class,Berenike Kampe,Consumer,New York,United States,US,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,40.0,2,0.0,18.7812,3.77,Medium,2011.0,3,46.952999999999996
IS-2011-4410,2011-03-08,2011-07-08,Standard Class,James Lanier,Home Office,Jerusalem,Israel,EMEA,EMEA,OFF-EAT-10002068,Office Supplies,Paper,"Eaton Note Cards, Premium",27.0,1,0.0,0.0,3.33,High,2011.0,3,0.0
ES-2011-2230157,2011-03-08,2011-07-08,Standard Class,Jason Gross,Corporate,Limousin,France,EU,Central,OFF-SU-10003556,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",88.0,2,0.0,32.46,3.01,Medium,2011.0,3,36.88636363636364
IS-2011-4410,2011-03-08,2011-07-08,Standard Class,James Lanier,Home Office,Jerusalem,Israel,EMEA,EMEA,OFF-WIL-10002153,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",27.0,1,0.0,7.68,2.71,High,2011.0,3,28.444444444444443
TU-2011-3610,2011-03-08,2011-06-08,Second Class,Jocasta Rupert,Consumer,Istanbul,Turkey,EMEA,EMEA,OFF-SME-10002417,Office Supplies,Storage,"Smead Trays, Single Width",19.0,1,0.6,-13.596,2.64,High,2011.0,3,-71.55789473684212
MX-2011-131996,2011-03-08,2011-07-08,Standard Class,Craig Molinari,Corporate,Holguín,Cuba,LATAM,Caribbean,OFF-AR-10002564,Office Supplies,Art,"Boston Pens, Easy-Erase",29.0,3,0.0,0.84,2.54,High,2011.0,3,2.896551724137931
IS-2011-7290,2011-03-08,2011-09-08,Standard Class,Raymond Messe,Consumer,Haifa,Israel,EMEA,EMEA,OFF-BIC-10002440,Office Supplies,Art,"BIC Sketch Pad, Blue",49.0,1,0.0,8.73,2.41,Medium,2011.0,3,17.816326530612244
IN-2011-76821,2011-03-08,2011-08-08,Standard Class,Greg Guthrie,Corporate,Guangdong,China,APAC,North Asia,OFF-AR-10000251,Office Supplies,Art,"Stanley Markers, Fluorescent",70.0,3,0.0,18.99,2.13,Medium,2011.0,3,27.128571428571423
IN-2011-76821,2011-03-08,2011-08-08,Standard Class,Greg Guthrie,Corporate,Guangdong,China,APAC,North Asia,OFF-LA-10002851,Office Supplies,Labels,"Hon Legal Exhibit Labels, 5000 Label Set",23.0,2,0.0,9.0,1.81,Medium,2011.0,3,39.130434782608695
MX-2011-123218,2011-03-08,2011-06-08,Second Class,Troy Staebel,Consumer,Veracruz,Mexico,LATAM,North,OFF-ST-10004382,Office Supplies,Storage,"Smead Folders, Blue",23.0,2,0.0,2.76,1.52,High,2011.0,3,12.0
IT-2011-3760449,2011-03-08,2011-05-08,Second Class,Denise Leinenbach,Consumer,Berlin,Germany,EU,Central,OFF-SU-10003924,Office Supplies,Supplies,"Elite Trimmer, Steel",74.0,2,0.1,31.986,1.51,Critical,2011.0,3,43.22432432432433
CA-2011-125612,2011-03-08,2011-08-08,Standard Class,Berenike Kampe,Consumer,New York,United States,US,East,OFF-ST-10003221,Office Supplies,Storage,Staples,21.0,2,0.0,5.7672,1.39,Medium,2011.0,3,27.462857142857146
IS-2011-7290,2011-03-08,2011-09-08,Standard Class,Raymond Messe,Consumer,Haifa,Israel,EMEA,EMEA,OFF-WIL-10001979,Office Supplies,Binders,"Wilson Jones Binder Covers, Clear",11.0,1,0.0,2.64,0.62,Medium,2011.0,3,24.000000000000004
CA-2011-133690,2011-03-08,2011-05-08,First Class,Bruce Stewart,Consumer,Colorado,United States,US,West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",3.0,1,0.2,0.2925,0.59,High,2011.0,3,9.749999999999998
IN-2011-59685,2011-04-08,2011-08-08,Standard Class,Bryan Mills,Consumer,Tamil Nadu,India,APAC,Central Asia,FUR-BO-10001934,Furniture,Bookcases,"Bush Library with Doors, Metal",,4,0.0,116.4,179.62,Medium,2011.0,4,
CA-2011-126361,2011-04-08,2011-09-08,Second Class,Valerie Dominguez,Consumer,Utah,United States,US,West,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,,3,0.0,305.13,171.65,High,2011.0,4,
ES-2011-5335946,2011-04-08,2011-10-08,Standard Class,Ryan Crowe,Consumer,England,United Kingdom,EU,North,TEC-PH-10003325,Technology,Phones,"Samsung Speaker Phone, with Caller ID",616.0,5,0.0,36.9,105.5,Low,2011.0,4,5.99025974025974
ES-2011-2469850,2011-04-08,2011-06-08,Second Class,Michelle Lonsdale,Corporate,Provence-Alpes-Côte d'Azur,France,EU,Central,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",439.0,8,0.0,78.96,95.76,Critical,2011.0,4,17.986332574031888
IR-2011-6550,2011-04-08,2011-06-08,Second Class,Jennifer Patt,Corporate,Razavi Khorasan,Iran,EMEA,EMEA,FUR-BUS-10000332,Furniture,Bookcases,"Bush Library with Doors, Traditional",729.0,2,0.0,36.42,91.98,High,2011.0,4,4.995884773662552
SA-2011-1570,2011-04-08,2011-09-08,Standard Class,Ritsa Hightower,Consumer,Ar Riyad,Saudi Arabia,EMEA,EMEA,FUR-IKE-10004853,Furniture,Bookcases,"Ikea Corner Shelving, Mobile",,14,0.0,228.48,91.73,Medium,2011.0,4,
IN-2011-59685,2011-04-08,2011-08-08,Standard Class,Bryan Mills,Consumer,Tamil Nadu,India,APAC,Central Asia,TEC-CO-10001204,Technology,Copiers,"Sharp Copy Machine, Color",963.0,4,0.0,154.08,87.26,Medium,2011.0,4,16.0
SA-2011-1570,2011-04-08,2011-09-08,Standard Class,Ritsa Hightower,Consumer,Ar Riyad,Saudi Arabia,EMEA,EMEA,FUR-IKE-10003682,Furniture,Bookcases,"Ikea Corner Shelving, Metal",735.0,6,0.0,29.34,69.66,Medium,2011.0,4,3.9918367346938775
CA-2011-126361,2011-04-08,2011-09-08,Second Class,Valerie Dominguez,Consumer,Utah,United States,US,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,448.0,8,0.0,219.4416,64.74,High,2011.0,4,48.9825
CA-2011-126361,2011-04-08,2011-09-08,Second Class,Valerie Dominguez,Consumer,Utah,United States,US,West,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,400.0,5,0.2,34.9965,53.41,High,2011.0,4,8.749125
CA-2011-134215,2011-04-08,2011-08-08,Standard Class,Marina Lichtenstein,Corporate,Maine,United States,US,East,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,260.0,13,0.0,124.6752,39.43,High,2011.0,4,47.952
IN-2011-59685,2011-04-08,2011-08-08,Standard Class,Bryan Mills,Consumer,Tamil Nadu,India,APAC,Central Asia,TEC-AC-10002883,Technology,Accessories,"Logitech Keyboard, Erganomic",351.0,5,0.0,144.0,31.2,Medium,2011.0,4,41.02564102564102
CA-2011-134215,2011-04-08,2011-08-08,Standard Class,Marina Lichtenstein,Corporate,Maine,United States,US,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,255.0,9,0.0,104.7222,25.56,High,2011.0,4,41.06752941176471
MX-2011-105683,2011-04-08,2011-10-08,Standard Class,Lela Donovan,Corporate,Durango,Mexico,LATAM,North,TEC-PH-10003580,Technology,Phones,"Apple Speaker Phone, Full Size",332.0,4,0.0,6.64,25.04,Medium,2011.0,4,2.0
SA-2011-1570,2011-04-08,2011-09-08,Standard Class,Ritsa Hightower,Consumer,Ar Riyad,Saudi Arabia,EMEA,EMEA,TEC-PAN-10004404,Technology,Machines,"Panasonic Calculator, Red",379.0,8,0.0,128.88,24.52,Medium,2011.0,4,34.00527704485488
SA-2011-1570,2011-04-08,2011-09-08,Standard Class,Ritsa Hightower,Consumer,Ar Riyad,Saudi Arabia,EMEA,EMEA,TEC-NOK-10002716,Technology,Phones,"Nokia Audio Dock, with Caller ID",333.0,2,0.0,49.98,24.14,Medium,2011.0,4,15.009009009009008
